gid,___case,simpledate,year,month,time,hour,minute,datetime,injured,county,created_at,updated_at,cartodb_id,hex_id,geom
11139,4038164,20080927,2008,9,4:07 a.m.,4,7,09/27/2008 4:07 a.m.,1,Alameda,2013-09-25,2013-09-28,11139,h0.154453513539732,0101000020E6100000D655DC13FF915EC041C9891B5CEE4240
11140,4038176,20080929,2008,9,7:55 a.m.,7,55,09/29/2008 7:55 a.m.,1,Alameda,2013-09-25,2013-09-28,11140,h0.155057660109935,0101000020E6100000D98D88731E925EC01EBBB0DAA1F04240
11141,4038214,20080926,2008,9,7:05 p.m.,19,5,09/26/2008 7:05 p.m.,1,Contra Costa,2013-09-25,2013-09-28,11141,h0.602365861983216,0101000020E6100000F4C0C760C5755EC085E3439AC2FE4240
11142,4040355,20081112,2008,11,1:10 p.m.,13,10,11/12/2008 1:10 p.m.,1,Sonoma,2013-09-25,2013-09-28,11142,h0.568942180563853,0101000020E6100000754D92F8A6AA5EC05E8E0D935F264340
11143,4040369,20081209,2008,12,8:15 a.m.,8,15,12/09/2008 8:15 a.m.,1,Alameda,2013-09-25,2013-09-28,11143,h0.603658297239985,0101000020E6100000E1D231E719735EC0AD3E0DCE96D44240
11144,4040654,20081207,2008,12,3:04 p.m.,15,4,12/07/2008 3:04 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11144,h0.623423106646125,0101000020E61000007609F3C32D805EC04E6F35A1FFA34240
11145,4040922,20081212,2008,12,6:35 a.m.,6,35,12/12/2008 6:35 a.m.,1,Alameda,2013-09-25,2013-09-28,11145,h0.267839430265747,0101000020E6100000C220FAFF02895EC075429E1331E64240
11146,4046329,20081224,2008,12,9:19 a.m.,9,19,12/24/2008 9:19 a.m.,1,Marin,2013-09-25,2013-09-28,11146,h0.221991520867157,0101000020E61000007A65283886A15EC01E5EC60380FC4240
11147,4046395,20081219,2008,12,5:08 p.m.,17,8,12/19/2008 5:08 p.m.,1,Alameda,2013-09-25,2013-09-28,11147,h0.142295387879762,0101000020E61000002E62E98D24905EC0A1DC11A9C4E14240
11148,4048058,20081211,2008,12,11:13 a.m.,11,13,12/11/2008 11:13 a.m.,1,San Mateo,2013-09-25,2013-09-28,11148,h0.385917020733794,0101000020E61000006B4D4E48C6895EC0798780E8EEBC4240
11149,4050297,20081222,2008,12,1:28 p.m.,13,28,12/22/2008 1:28 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11149,h0.691739169107423,0101000020E61000006A91A3EFA47D5EC0C19CEADA289E4240
11150,4050782,20081203,2008,12,8:05 a.m.,8,5,12/03/2008 8:05 a.m.,1,Alameda,2013-09-25,2013-09-28,11150,h0.64631775734879,0101000020E610000048E988328A705EC0BB395CAB3DD84240
11151,4050794,20081202,2008,12,8:13 a.m.,8,13,12/02/2008 8:13 a.m.,1,Alameda,2013-09-25,2013-09-28,11151,h0.64631775734879,0101000020E6100000CA51802818715EC074547FCEEED74240
11152,4053004,20081218,2008,12,3:53 p.m.,15,53,12/18/2008 3:53 p.m.,1,Contra Costa,2013-09-25,2013-09-28,11152,h0.358174096966117,0101000020E6100000F732F6CA61855EC0AB98A5F853F94240
11153,4053028,20081204,2008,12,3:25 p.m.,15,25,12/04/2008 3:25 p.m.,1,Contra Costa,2013-09-25,2013-09-28,11153,h0.385696501205024,0101000020E61000003C6EAE50DA835EC08C2848C730F94240
11154,4053554,20081228,2008,12,8:21 p.m.,20,21,12/28/2008 8:21 p.m.,1,San Francisco,2013-09-25,2013-09-28,11154,h0.00826939265482036,0101000020E61000002875C938C6995EC0289023E70EE24240
11155,4053599,20081229,2008,12,12:07 p.m.,12,7,12/29/2008 12:07 p.m.,1,San Francisco,2013-09-25,2013-09-28,11155,h0.00320510971202026,0101000020E610000000BA79F4D09A5EC0D931642B1EE44240
11156,4053652,20081220,2008,12,7:09 p.m.,19,9,12/20/2008 7:09 p.m.,1,Contra Costa,2013-09-25,2013-09-28,11156,h0.356175141666772,0101000020E6100000EDC0EF95AF885EC0DCF126BF45024340
11157,4054123,20081203,2008,12,5:43 p.m.,17,43,12/03/2008 5:43 p.m.,1,Marin,2013-09-25,2013-09-28,11157,h0.197616368190308,0101000020E6100000DC9B8477DEA15EC09156C6D0FBF84240
11158,4054135,20081218,2008,12,3:08 p.m.,15,8,12/18/2008 3:08 p.m.,1,Marin,2013-09-25,2013-09-28,11158,h0.200768977388357,0101000020E610000031D010E912A25EC0993B44EDC8F84240
11159,4101192,20090214,2009,2,3:20 p.m.,15,20,02/14/2009 3:20 p.m.,0,San Mateo,2013-09-25,2013-09-28,11159,h0.226723804525613,0101000020E61000005509BBCD40945EC03474A213F8C64240
11160,4054789,20081114,2008,11,10:15 a.m.,10,15,11/14/2008 10:15 a.m.,1,Santa Clara,2013-09-25,2013-09-28,11160,h0.403777318625073,0101000020E61000002CA578A6618A5EC08959D4CCFFB84240
11161,4055325,20081008,2008,10,5:45 p.m.,17,45,10/08/2008 5:45 p.m.,1,Alameda,2013-09-25,2013-09-28,11161,h0.403528295700458,0101000020E610000002AA6EE470835EC0A8E8A3E771C84240
11162,4055450,20081230,2008,12,5:45 p.m.,17,45,12/30/2008 5:45 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11162,h0.438597417552212,0101000020E6100000FA891414D0875EC04F6FEB13E5B74240
11163,4056018,20081128,2008,11,3:05 p.m.,15,5,11/28/2008 3:05 p.m.,1,Alameda,2013-09-25,2013-09-28,11163,h0.146800100872905,0101000020E61000001E27F15E5A915EC0917241C758ED4240
11164,4056172,20081130,2008,11,2:20 p.m.,14,20,11/30/2008 2:20 p.m.,1,Contra Costa,2013-09-25,2013-09-28,11164,h0.45403362119527,0101000020E61000001AD93ADD9E7F5EC01B9029C4C8FC4240
11165,4056686,20081220,2008,12,5:46 p.m.,17,46,12/20/2008 5:46 p.m.,1,Alameda,2013-09-25,2013-09-28,11165,h0.173404371629823,0101000020E61000001A7739DB128E5EC0B18C68965FE24240
11166,4056938,20081229,2008,12,9:15 a.m.,9,15,12/29/2008 9:15 a.m.,0,Contra Costa,2013-09-25,2013-09-28,11166,h0.156958857586433,0101000020E6100000DB02F85D47975EC0B2F913F0C6F74240
11167,4056999,20081226,2008,12,11:21 a.m.,11,21,12/26/2008 11:21 a.m.,1,Napa,2013-09-25,2013-09-28,11167,h0.52568302174788,0101000020E61000005E7C76653C925EC097207E5935264340
11168,4057191,20081209,2008,12,6:39 a.m.,6,39,12/09/2008 6:39 a.m.,1,Sonoma,2013-09-25,2013-09-28,11168,h0.505168926194849,0101000020E6100000676ECF3D35A95EC0AADED04A101E4340
11169,4057199,20081209,2008,12,4:14 p.m.,16,14,12/09/2008 4:14 p.m.,0,Sonoma,2013-09-25,2013-09-28,11169,h0.492119586130668,0101000020E61000000742B28009A65EC032B0E99CFA1E4340
11170,4057346,20081223,2008,12,2:10 p.m.,14,10,12/23/2008 2:10 p.m.,1,San Francisco,2013-09-25,2013-09-28,11170,h0.00320510971202026,0101000020E61000003EEC8502B69A5EC00B896A0025E44240
11171,4057405,20081216,2008,12,2:00 p.m.,14,0,12/16/2008 2:00 p.m.,1,Sonoma,2013-09-25,2013-09-28,11171,,0101000020E610000023A9E04BBCB35EC02F641AF274564340
11172,4057850,20081202,2008,12,5:20 p.m.,17,20,12/02/2008 5:20 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11172,h0.592159296541252,0101000020E610000079AAE8B4937E5EC084921337B8AD4240
11173,4057882,20081215,2008,12,12:01 p.m.,12,1,12/15/2008 12:01 p.m.,1,Napa,2013-09-25,2013-09-28,11173,h0.52568302174788,0101000020E6100000E6AA1ED5D5925EC0B8454F8017254340
11174,4058876,20081230,2008,12,3:10 p.m.,15,10,12/30/2008 3:10 p.m.,0,Marin,2013-09-25,2013-09-28,11174,,0101000020E6100000167C8967BFDA5DC04A60730E9E634240
11175,4058994,20081226,2008,12,12:45 p.m.,12,45,12/26/2008 12:45 p.m.,1,Sonoma,2013-09-25,2013-09-28,11175,,0101000020E61000001BF6D61B10B85EC0A6947C9175544340
11176,4059137,20081108,2008,11,10:48 a.m.,10,48,11/08/2008 10:48 a.m.,1,Alameda,2013-09-25,2013-09-28,11176,h0.599105851086693,0101000020E61000009582C9E85B735EC0AFBE709D35D84240
11177,4059817,20081207,2008,12,4:45 p.m.,16,45,12/07/2008 4:45 p.m.,0,Solano,2013-09-25,2013-09-28,11177,h0.58044644230641,0101000020E61000009BE5B2D139835EC0A95EC834E41E4340
11178,4060680,20081129,2008,11,1:20 p.m.,13,20,11/29/2008 1:20 p.m.,1,Napa,2013-09-25,2013-09-28,11178,h0.464109886985369,0101000020E6100000B4A4EDA966945EC03F390A10051E4340
11179,4060748,20081124,2008,11,10:30 a.m.,10,30,11/24/2008 10:30 a.m.,1,Contra Costa,2013-09-25,2013-09-28,11179,h0.244690231951247,0101000020E610000037667EDA4D935EC0DB9953138E004340
11180,4060841,20081102,2008,11,10:45 a.m.,10,45,11/02/2008 10:45 a.m.,1,Alameda,2013-09-25,2013-09-28,11180,h0.113792894182783,0101000020E6100000C3CC881C6C925EC0D454055905E74240
11181,4062259,20081003,2008,10,3:28 p.m.,15,28,10/03/2008 3:28 p.m.,1,Solano,2013-09-25,2013-09-28,11181,h0.347980470391336,0101000020E61000007B18101002915EC0A62A23E4720D4340
11182,4063361,20081230,2008,12,12:10 p.m.,12,10,12/30/2008 12:10 p.m.,0,Santa Clara,2013-09-25,2013-09-28,11182,h0.438878879921252,0101000020E61000000A348E475F8A5EC05B73EC4559B24240
11183,4063659,20081230,2008,12,4:08 p.m.,16,8,12/30/2008 4:08 p.m.,1,San Mateo,2013-09-25,2013-09-28,11183,h0.192639863203878,0101000020E610000036D2AD322E975EC08B96F2107CCA4240
11184,4064539,20081114,2008,11,8:40 a.m.,8,40,11/14/2008 8:40 a.m.,1,Santa Clara,2013-09-25,2013-09-28,11184,h0.434097641258816,0101000020E6100000B7A6E5ACF4885EC0513937B753B74240
11185,4064747,20081118,2008,11,4:19 p.m.,16,19,11/18/2008 4:19 p.m.,1,Alameda,2013-09-25,2013-09-28,11185,h0.447458632223802,0101000020E61000009CD035DD7C805EC0CB1F1D684FC74240
11186,4065016,20081215,2008,12,11:43 a.m.,11,43,12/15/2008 11:43 a.m.,1,Napa,2013-09-25,2013-09-28,11186,h0.539443326221796,0101000020E6100000D49002556D925EC00F869565E3264340
11187,4065188,20081218,2008,12,8:51 p.m.,20,51,12/18/2008 8:51 p.m.,1,Contra Costa,2013-09-25,2013-09-28,11187,h0.181649907346019,0101000020E6100000BA815DA8D7965EC0E71A66683CFA4240
11188,4065261,20081205,2008,12,5:26 p.m.,17,26,12/05/2008 5:26 p.m.,1,San Mateo,2013-09-25,2013-09-28,11188,h0.254123425068924,0101000020E6100000454CE4DD6C915EC041DA5ABADDC54240
11189,4066475,20081117,2008,11,11:36 a.m.,11,36,11/17/2008 11:36 a.m.,1,Santa Clara,2013-09-25,2013-09-28,11189,h0.654411982004938,0101000020E6100000485167EEA17E5EC074B2D47ABFA24240
11190,4069490,20081208,2008,12,7:10 p.m.,19,10,12/08/2008 7:10 p.m.,0,Santa Clara,2013-09-25,2013-09-28,11190,h0.577633665501353,0101000020E61000002A6FEC7E3A835EC0BB48FCE5EEA74240
11191,4069583,20081107,2008,11,10:07 p.m.,22,7,11/07/2008 10:07 p.m.,1,Sonoma,2013-09-25,2013-09-28,11191,h0.722896688119349,0101000020E6100000BBB5F1CCF0AD5EC01E5CA6CB07384340
11192,4069640,20081118,2008,11,1:35 p.m.,13,35,11/18/2008 1:35 p.m.,1,Sonoma,2013-09-25,2013-09-28,11192,h0.761272310413485,0101000020E6100000D8333AD67BAE5EC0D56652F98D3C4340
11193,4069659,20081124,2008,11,2:03 p.m.,14,3,11/24/2008 2:03 p.m.,1,Sonoma,2013-09-25,2013-09-28,11193,h0.736974784579532,0101000020E6100000A4DE9DC607AB5EC0A6806A72E73C4340
11194,4069663,20081121,2008,11,3:47 p.m.,15,47,11/21/2008 3:47 p.m.,1,Sonoma,2013-09-25,2013-09-28,11194,h0.724277175410505,0101000020E610000006AE3C92DCAF5EC013FC259820364340
11195,4069670,20081121,2008,11,11:46 p.m.,23,46,11/21/2008 11:46 p.m.,0,Sonoma,2013-09-25,2013-09-28,11195,h0.735644360050825,0101000020E61000006C01463C7EAE5EC0CF4B7B39A2394340
11196,4069744,20081130,2008,11,12:00 p.m.,12,0,11/30/2008 12:00 p.m.,0,San Mateo,2013-09-25,2013-09-28,11196,h0.319004176634092,0101000020E61000005AE619A0598F5EC0A69311BCC6BE4240
11197,4070004,20081227,2008,12,8:33 p.m.,20,33,12/27/2008 8:33 p.m.,1,Solano,2013-09-25,2013-09-28,11197,h0.584426289414654,0101000020E6100000DC5DB1D098825EC0B90501E8E61E4340
11198,4070087,20081230,2008,12,3:30 p.m.,15,30,12/30/2008 3:30 p.m.,1,Napa,2013-09-25,2013-09-28,11198,h0.696350876706953,0101000020E6100000C85E4AB8EB9B5EC0B3FEE08D163D4340
11199,4070655,20081231,2008,12,2:57 p.m.,14,57,12/31/2008 2:57 p.m.,1,Sonoma,2013-09-25,2013-09-28,11199,h0.50461170221882,0101000020E61000002B604C4409A85EC076114B6F241E4340
11200,4070724,20081219,2008,12,1:16 p.m.,13,16,12/19/2008 1:16 p.m.,1,San Mateo,2013-09-25,2013-09-28,11200,h0.090579068268052,0101000020E61000004081C17F049E5EC0AFB0E07EC0D84240
11201,4070877,20081204,2008,12,7:40 p.m.,19,40,12/04/2008 7:40 p.m.,1,San Mateo,2013-09-25,2013-09-28,11201,h0.10166208075905,0101000020E61000008834E0E2179E5EC0ABD09BE50DD84240
11202,4071228,20081205,2008,12,7:42 p.m.,19,42,12/05/2008 7:42 p.m.,1,Alameda,2013-09-25,2013-09-28,11202,h0.188947073364239,0101000020E61000007D41C17BFD8C5EC04545F70725E34240
11203,4071413,20081205,2008,12,11:50 a.m.,11,50,12/05/2008 11:50 a.m.,1,Alameda,2013-09-25,2013-09-28,11203,h0.54259210520384,0101000020E6100000158035BDFA775EC0CEECA98BCAD44240
11204,4072262,20081202,2008,12,8:55 a.m.,8,55,12/02/2008 8:55 a.m.,1,Marin,2013-09-25,2013-09-28,11204,,0101000020E6100000167C8967BFDA5DC04A60730E9E634240
11205,4072304,20081202,2008,12,4:45 p.m.,16,45,12/02/2008 4:45 p.m.,1,Contra Costa,2013-09-25,2013-09-28,11205,h0.419863858183573,0101000020E610000024E5380117825EC0F6ED2422FCFA4240
11206,4072310,20081205,2008,12,1:23 p.m.,13,23,12/05/2008 1:23 p.m.,1,Contra Costa,2013-09-25,2013-09-28,11206,h0.416245284672405,0101000020E61000009ACB683F2D825EC024DC1AC7FEFC4240
11207,4072465,20081218,2008,12,10:01 a.m.,10,1,12/18/2008 10:01 a.m.,1,Alameda,2013-09-25,2013-09-28,11207,h0.123068345493977,0101000020E6100000D16D2EA3FD915EC0815B77F354EA4240
11208,4072477,20081215,2008,12,5:43 p.m.,17,43,12/15/2008 5:43 p.m.,0,Alameda,2013-09-25,2013-09-28,11208,h0.123068345493977,0101000020E61000006D31E47D41925EC01E520C9068EA4240
11209,4072905,20081218,2008,12,5:58 p.m.,17,58,12/18/2008 5:58 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11209,h0.563373804774294,0101000020E61000003FDCD5ABC87E5EC032FF8DE2C1B24240
11210,4074099,20081218,2008,12,12:23 p.m.,12,23,12/18/2008 12:23 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11210,h0.570100793665457,0101000020E61000008335CEA6A3805EC0917C259012AD4240
11211,4074128,20081212,2008,12,5:40 p.m.,17,40,12/12/2008 5:40 p.m.,1,San Francisco,2013-09-25,2013-09-28,11211,h0,0101000020E61000005B1C3AE2B59A5EC034FDC863BCE14240
11212,4074210,20081226,2008,12,10:02 p.m.,22,2,12/26/2008 10:02 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11212,h0.454237343612104,0101000020E6100000424EA95C72865EC0644799C3A4B64240
11213,4074424,20081231,2008,12,4:48 p.m.,16,48,12/31/2008 4:48 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11213,h0.647800543608136,0101000020E6100000C3A85AC1257B5EC08EA4EE14BCAB4240
11214,4076440,20081219,2008,12,4:26 p.m.,16,26,12/19/2008 4:26 p.m.,1,San Francisco,2013-09-25,2013-09-28,11214,h0.0130789568641807,0101000020E610000032C2DB83109B5EC0898164F0E6E14240
11215,4076444,20081215,2008,12,7:15 a.m.,7,15,12/15/2008 7:15 a.m.,1,San Francisco,2013-09-25,2013-09-28,11215,h0.0918304769689762,0101000020E6100000BF23CF9A44A05EC0109C8E5B27DE4240
11216,4076456,20081213,2008,12,10:43 a.m.,10,43,12/13/2008 10:43 a.m.,1,San Francisco,2013-09-25,2013-09-28,11216,h0.0240412682786918,0101000020E6100000716BD26D899C5EC0C0893265F1E24240
11217,4076603,20081216,2008,12,12:17 a.m.,0,17,12/16/2008 12:17 a.m.,1,San Francisco,2013-09-25,2013-09-28,11217,h0.00877088110971174,0101000020E61000009C723BEA9E9B5EC0AC63A6FE8BE34240
11218,4076674,20081210,2008,12,5:20 p.m.,17,20,12/10/2008 5:20 p.m.,1,San Mateo,2013-09-25,2013-09-28,11218,h0.39808208235687,0101000020E6100000719EFBBCF38C5EC052DD126F53B74240
11219,4077581,20081213,2008,12,3:40 p.m.,15,40,12/13/2008 3:40 p.m.,1,San Francisco,2013-09-25,2013-09-28,11219,h0.0258650635820757,0101000020E610000021014812A99C5EC07D64294822E44240
11220,4077711,20081215,2008,12,5:50 a.m.,5,50,12/15/2008 5:50 a.m.,1,San Mateo,2013-09-25,2013-09-28,11220,h0.110486520653311,0101000020E610000025636B6CE59A5EC05CFB027AE1D34240
11221,4077713,20081201,2008,12,3:40 p.m.,15,40,12/01/2008 3:40 p.m.,1,San Francisco,2013-09-25,2013-09-28,11221,h0.080680918542639,0101000020E6100000EA88E87C9D9F5EC0B404190115DE4240
11222,4077717,20081210,2008,12,7:30 p.m.,19,30,12/10/2008 7:30 p.m.,1,San Francisco,2013-09-25,2013-09-28,11222,h0.00877088110971174,0101000020E610000052060E68E99B5EC03534AF343AE34240
11223,4077729,20081211,2008,12,9:32 a.m.,9,32,12/11/2008 9:32 a.m.,1,San Francisco,2013-09-25,2013-09-28,11223,h0.0224901618695707,0101000020E610000043EF4394E59A5EC07422669BC0DF4240
11224,4077733,20081202,2008,12,1:20 p.m.,13,20,12/02/2008 1:20 p.m.,1,San Francisco,2013-09-25,2013-09-28,11224,h0.064350775815385,0101000020E6100000F02609D3419D5EC005B86AE8B0DC4240
11225,4078248,20081021,2008,10,5:10 p.m.,17,10,10/21/2008 5:10 p.m.,0,Marin,2013-09-25,2013-09-28,11225,h0.101834084971681,0101000020E61000007E795CAFC49E5EC06AFF5E65C8EC4240
11226,4079887,20081221,2008,12,10:47 a.m.,10,47,12/21/2008 10:47 a.m.,1,San Mateo,2013-09-25,2013-09-28,11226,h0.239457556989315,0101000020E61000005BBC0E8B87935EC0ED7A0ED18DC64240
11227,4079911,20081224,2008,12,5:55 p.m.,17,55,12/24/2008 5:55 p.m.,1,San Mateo,2013-09-25,2013-09-28,11227,h0.213594266208709,0101000020E61000001CDEBDED53945EC092DE814B11C94240
11228,4079923,20081224,2008,12,7:45 p.m.,19,45,12/24/2008 7:45 p.m.,1,Alameda,2013-09-25,2013-09-28,11228,h0.631954734828707,0101000020E61000007AD8B04BF9705EC0600FDC37ADD64240
11229,4082032,20081113,2008,11,2:58 p.m.,14,58,11/13/2008 2:58 p.m.,0,Contra Costa,2013-09-25,2013-09-28,11229,h0.379536906935101,0101000020E6100000138E6A22FD825EC04A9C700A86F74240
11230,4088815,20081219,2008,12,2:49 p.m.,14,49,12/19/2008 2:49 p.m.,0,Santa Clara,2013-09-25,2013-09-28,11230,h0.58160711224414,0101000020E610000070568EDA0E825EC087CE215FF8A74240
11231,4097543,20081217,2008,12,3:14 p.m.,15,14,12/17/2008 3:14 p.m.,0,Alameda,2013-09-25,2013-09-28,11231,h0.158184039386441,0101000020E6100000BCA0191FC18F5EC086FD439F34E24240
11232,4100278,20081216,2008,12,7:27 a.m.,7,27,12/16/2008 7:27 a.m.,1,Alameda,2013-09-25,2013-09-28,11232,h0.154453513539732,0101000020E61000006A2E92D15C915EC04EC642BE95ED4240
11233,4101716,20081106,2008,11,5:30 a.m.,5,30,11/06/2008 5:30 a.m.,1,San Francisco,2013-09-25,2013-09-28,11233,h0.0036739477995339,0101000020E6100000269AACF655995EC0ABC722F202E44240
11234,4103951,20081219,2008,12,6:00 p.m.,18,0,12/19/2008 6:00 p.m.,1,Contra Costa,2013-09-25,2013-09-28,11234,h0.356722277088748,0101000020E610000050CD40C035845EC0D2657B3E14F54240
11235,4108256,20081205,2008,12,4:06 p.m.,16,6,12/05/2008 4:06 p.m.,1,Alameda,2013-09-25,2013-09-28,11235,h0.54259210520384,0101000020E6100000DD335C2EAC775EC0A479B6FDE1D44240
11236,4110408,20080912,2008,9,6:16 p.m.,18,16,09/12/2008 6:16 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11236,h0.602129489974355,0101000020E610000009409248917E5EC0A28625D4C2AB4240
11237,4116199,20081020,2008,10,7:10 p.m.,19,10,10/20/2008 7:10 p.m.,1,Alameda,2013-09-25,2013-09-28,11237,h0.615511666979035,0101000020E61000002AC2F28C22725EC0B6A970BA1BD84240
11238,4119656,20081108,2008,11,9:36 p.m.,21,36,11/08/2008 9:36 p.m.,0,San Mateo,2013-09-25,2013-09-28,11238,h0.303030757034399,0101000020E61000001421D0F46D9B5EC0D43F2DAB55BB4240
11239,4119722,20081210,2008,12,3:30 a.m.,3,30,12/10/2008 3:30 a.m.,1,Santa Clara,2013-09-25,2013-09-28,11239,h0.729463502228668,0101000020E6100000FA168C00DD745EC0422D61C845A94240
11240,4119750,20080717,2008,7,9:09 a.m.,9,9,07/17/2008 9:09 a.m.,0,Santa Clara,2013-09-25,2013-09-28,11240,h0.570560053402396,0101000020E6100000BBAE04F7A8825EC041A66BDC51A94240
11241,4119936,20081104,2008,11,8:16 a.m.,8,16,11/04/2008 8:16 a.m.,0,Contra Costa,2013-09-25,2013-09-28,11241,h0.454576930661486,0101000020E6100000ADA11EECDE7C5EC0E91E23EA4FDE4240
11242,4119971,20081120,2008,11,3:56 p.m.,15,56,11/20/2008 3:56 p.m.,0,Solano,2013-09-25,2013-09-28,11242,h0.595507711878882,0101000020E610000062F26151EC825EC0FC8BA03193204340
11243,4120005,20081117,2008,11,6:15 p.m.,18,15,11/17/2008 6:15 p.m.,1,Solano,2013-09-25,2013-09-28,11243,h0.38531339165077,0101000020E6100000FF3D1D34608A5EC008F9EAF4CD0A4340
11244,4126356,20081110,2008,11,10:27 a.m.,10,27,11/10/2008 10:27 a.m.,0,Alameda,2013-09-25,2013-09-28,11244,h0.126723317333286,0101000020E61000000F57186CB4915EC0C680913C7CE34240
11245,4129308,20081209,2008,12,8:00 a.m.,8,0,12/09/2008 8:00 a.m.,1,Marin,2013-09-25,2013-09-28,11245,h0.148094081245628,0101000020E610000007B76BF84CA05EC0CBFE2F8D15F34240
11246,4145057,20080724,2008,7,8:00 a.m.,8,0,07/24/2008 8:00 a.m.,0,San Mateo,2013-09-25,2013-09-28,11246,h0.303030757034399,0101000020E6100000629115B2A99B5EC0D4049B841CBC4240
11247,4148656,20081014,2008,10,6:00 p.m.,18,0,10/14/2008 6:00 p.m.,1,Alameda,2013-09-25,2013-09-28,11247,h0.17130002826455,0101000020E6100000BCA2A53C04915EC043ED123015EF4240
11248,4149367,20081006,2008,10,11:58 a.m.,11,58,10/06/2008 11:58 a.m.,1,Alameda,2013-09-25,2013-09-28,11248,h0.154453513539732,0101000020E6100000118B187618915EC0F6E8B23D1FEE4240
11249,4203176,20081119,2008,11,8:06 a.m.,8,6,11/19/2008 8:06 a.m.,1,Alameda,2013-09-25,2013-09-28,11249,h0.400133958250107,0101000020E6100000C665811BCE825EC0775B3343F4CB4240
11250,4261255,20081220,2008,12,1:59 p.m.,13,59,12/20/2008 1:59 p.m.,0,Alameda,2013-09-25,2013-09-28,11250,h0.146800100872905,0101000020E6100000374E5480B9915EC086DC56C4FAEB4240
11251,4103012,20090205,2009,2,7:30 p.m.,19,30,02/05/2009 7:30 p.m.,1,San Francisco,2013-09-25,2013-09-28,11251,h0.0240412682786918,0101000020E61000009D1C4F151D9C5EC05E3354200EE34240
11252,4103040,20090208,2009,2,11:10 a.m.,11,10,02/08/2009 11:10 a.m.,1,San Francisco,2013-09-25,2013-09-28,11252,h0.048391610854433,0101000020E610000014D5B6BCCD9B5EC0B2BAD573D2DC4240
11253,4103133,20090208,2009,2,2:06 a.m.,2,6,02/08/2009 2:06 a.m.,1,San Francisco,2013-09-25,2013-09-28,11253,h0.0168652154359615,0101000020E6100000A0234D17BD9B5EC064C3E457BDE44240
11254,4085521,20090126,2009,1,7:23 a.m.,7,23,01/26/2009 7:23 a.m.,1,Alameda,2013-09-25,2013-09-28,11254,h0.113792894182783,0101000020E610000031B2AE1B00925EC0E3A08499B6E64240
11255,4103886,20090204,2009,2,4:40 p.m.,16,40,02/04/2009 4:40 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11255,h0.679009175069468,0101000020E610000005103E9468765EC0FB552536C4AE4240
11256,4104150,20090109,2009,1,5:40 p.m.,17,40,01/09/2009 5:40 p.m.,1,San Francisco,2013-09-25,2013-09-28,11256,h0.0884765266783273,0101000020E6100000D4B029A1059F5EC091860959CCDC4240
11257,4105155,20090214,2009,2,1:58 p.m.,13,58,02/14/2009 1:58 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11257,h0.664255136413358,0101000020E610000004F86EF346795EC0731D99FD70AB4240
11258,4105156,20090211,2009,2,2:05 p.m.,14,5,02/11/2009 2:05 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11258,h0.671634907043242,0101000020E610000002A557B986785EC07EFF417FFCAB4240
11259,4105200,20090209,2009,2,2:45 p.m.,14,45,02/09/2009 2:45 p.m.,1,Santa Clara,2013-09-25,2013-09-28,11259,h0.633043703576723,0101000020E6100000D66AB4C1AE7E5EC00A0DC4B299A54240
11260,4105380,20090219,2009,2,9:15 a.m.,9,15,02/19/2009 9:15 a.m.,1,Santa Clara,2013-09-25,2013-09-28,11260,h0.418861858991441,0101000020E6100000F598EDAF43895EC08170AA5A77B74240
11261,4105384,20090219,2009,2,8:05 a.m.,8,5,02/19/2009 8:05 a.m.,0,Santa Clara,2013-09-25,2013-09-28,11261,h0.423072329965135,0101000020E610000016C38B7475885EC0C7365FDB91B84240
11262,4105432,20090212,2009,2,8:04 a.m.,8,4,02/12/2009 8:04 a.m.,1,Santa Clara,2013-09-25,2013-09-28,11262,h0.453472574579874,0101000020E61000003A79910978895EC05F6EE64647B24240
11263,4105551,20090211,2009,2,9:54 a.m.,9,54,02/11/2009 9:54 a.m.,1,Alameda,2013-09-25,2013-09-28,11263,h0.130564672069794,0101000020E610000036120DF736915EC085F3BA8FEDE74240
11264,4105572,20090208,2009,2,6:51 p.m.,18,51,02/08/2009 6:51 p.m.,1,Alameda,2013-09-25,2013-09-28,11264,h0.173666620379365,0101000020E61000007F3C050A068E5EC02B2A87BB1FE44240
11265,4105590,20090209,2009,2,1:27 p.m.,13,27,02/09/2009 1:27 p.m.,0,Alameda,2013-09-25,2013-09-28,11265,h0.23629187632645,0101000020E6100000B515A0127C8A5EC073F96AA22AE04240
11266,4105598,20090207,2009,2,9:06 p.m.,21,6,02/07/2009 9:06 p.m.,0,Alameda,2013-09-25,2013-09-28,11266,h0.13470582797941,0101000020E610000070981E0368915EC0EE15270868E84240
